Open,High,Low,Close,Adj Close,Volume,Price Range,Price Change %,Year,Month
158.740005,160.910004,156.770004,157.779999,157.779999,6571400,4.139999999999986,-0.70484269495944,2010,11
157.839996,160.850006,157.550003,158.350006,158.350006,4524900,3.300003000000004,0.3612669562762516,2010,11
160.740005,165.0,160.740005,164.169998,164.169998,6225300,4.2599950000000035,3.6753973978377985,2010,11
163.949997,164.990005,162.839996,164.820007,164.820007,4464800,2.150008999999983,0.39593653403102724,2010,11
165.100006,170.600006,165.0,170.389999,170.389999,6142500,5.600006000000008,3.379439244897009,2010,11
168.610001,168.809998,164.619995,168.199997,168.199997,6465300,4.190003000000019,-1.2852878765496012,2010,11
171.529999,177.889999,171.529999,177.25,177.25,10042500,6.359999999999985,5.380501285026784,2010,11
177.360001,178.380005,176.160004,177.199997,177.199997,4271600,2.2200010000000248,-0.02821043723554295,2010,11
179.990005,181.839996,177.570007,179.490005,179.490005,9695000,4.26998900000001,1.292329592985264,2010,11
176.949997,177.699997,174.899994,175.399994,175.399994,6762200,2.800003000000004,-2.278684542908116,2010,11
179.160004,179.320007,176.0,176.550003,176.550003,5770100,3.320007000000004,0.6556493952901699,2010,12
176.860001,177.449997,173.919998,176.529999,176.529999,5537600,3.5299990000000037,-0.011330501081896482,2010,12
175.5,176.399994,174.050003,175.679993,175.679993,4907500,2.3499909999999886,-0.4815079617147666,2010,12
175.520004,178.429993,174.600006,178.050003,178.050003,5654200,3.8299869999999885,1.3490494617676818,2010,12
180.5,181.470001,176.570007,176.770004,176.770004,5077100,4.899993999999992,-0.7188986118691676,2010,12
177.490005,178.160004,175.199997,176.289993,176.289993,3726900,2.9600069999999903,-0.2715455049715265,2010,12
177.770004,178.110001,173.800003,174.850006,174.850006,4555500,4.309998000000007,-0.8168285536207409,2010,12
174.880005,175.949997,173.360001,175.619995,175.619995,3565500,2.589995999999985,0.4403711601816962,2010,12
176.330002,177.940002,173.729996,174.25,174.25,4202500,4.210005999999993,-0.7800905585949924,2010,12
174.279999,175.759995,173.089996,173.940002,173.940002,3685300,2.66999899999999,-0.17790416068866888,2010,12
173.720001,179.0,173.589996,175.570007,175.570007,5810500,5.4100039999999865,0.9371076125433309,2010,12
175.580002,178.300003,175.039993,178.039993,178.039993,4121500,3.260009999999994,1.4068382420238779,2010,12
178.410004,178.75,177.020004,177.580002,177.580002,4507300,1.7299959999999999,-0.2583638609781391,2010,12
179.270004,183.979996,178.039993,183.289993,183.289993,8735300,5.94000299999999,3.215447086209622,2010,12
183.880005,185.649994,182.600006,184.75,184.75,5111000,3.049987999999985,0.796555761775819,2010,12
185.0,185.449997,184.110001,184.759995,184.759995,2578100,1.339995999999985,0.0054100135318035925,2010,12
184.339996,184.979996,181.889999,182.589996,182.589996,3358200,3.089997000000011,-1.1744961348369776,2010,12
181.899994,183.139999,180.449997,182.139999,182.139999,2249400,2.6900019999999927,-0.2464521659773844,2010,12
182.100006,182.770004,181.050003,181.089996,181.089996,1975000,1.7200009999999963,-0.576481281302732,2010,12
181.800003,184.350006,180.410004,183.369995,183.369995,3120100,3.940002000000021,1.2590419406713016,2010,12
183.919998,184.550003,182.75,182.75,182.75,1961200,1.8000030000000038,-0.33811147783473494,2010,12
181.960007,182.300003,179.509995,180.0,180.0,3451900,2.7900080000000003,-1.5047879616963078,2010,12
181.369995,186.0,181.210007,184.220001,184.220001,5331400,4.78999300000001,2.344444999999995,2011,1
186.149994,187.699997,183.779999,185.009995,185.009995,5031800,3.9199979999999925,0.4288318291779891,2011,1
184.100006,187.449997,184.070007,187.419998,187.419998,3418800,3.3799899999999923,1.302633946884857,2011,1
186.5,187.410004,185.25,185.860001,185.860001,3179700,2.1600039999999865,-0.832353546391551,2011,1
187.880005,188.449997,183.740005,185.490005,185.490005,5221700,4.709992,-0.19907241903006634,2011,1
185.039993,185.289993,182.509995,184.679993,184.679993,3375900,2.779998000000006,-0.436687680287684,2011,1
185.419998,186.0,183.210007,184.339996,184.339996,2814200,2.7899930000000097,-0.18410061343243633,2011,1
185.360001,185.380005,183.300003,184.080002,184.080002,2679100,2.0800020000000075,-0.14104047175959034,2011,1
183.600006,186.449997,183.509995,185.529999,185.529999,3367000,2.9400019999999927,0.7876993612809802,2011,1
185.5,188.940002,184.919998,188.75,188.75,3662800,4.020004,1.7355689200429403,2011,1
188.660004,191.600006,188.25,191.25,191.25,3896200,3.3500060000000076,1.324503311258285,2011,1
190.899994,191.0,186.210007,186.869995,186.869995,3882400,4.78999300000001,-2.2901986928104634,2011,1
185.289993,186.850006,181.0,181.960007,181.960007,5709900,5.850006000000008,-2.6274886987608714,2011,1
183.0,183.25,176.839996,177.419998,177.419998,6806200,6.4100039999999865,-2.4950587081478792,2011,1
177.949997,178.490005,174.149994,176.850006,176.850006,5600300,4.340011000000004,-0.32126705355953744,2011,1
175.5,176.75,174.279999,176.699997,176.699997,4651000,2.4700009999999963,-0.08482272825030002,2011,1
177.509995,177.889999,174.630005,175.389999,175.389999,3762200,3.2599939999999776,-0.7413684336395332,2011,1
177.479996,185.0,177.309998,184.449997,184.449997,14594400,7.690001999999993,5.165629768890079,2011,1
171.449997,173.710007,166.899994,171.139999,171.139999,19908200,6.810012999999998,-7.216046742467553,2011,1
170.160004,171.440002,167.410004,169.639999,169.639999,6718100,4.029998000000006,-0.8764754053784962,2011,1
170.520004,173.100006,169.509995,172.110001,172.110001,5085900,3.590011000000004,1.4560257100685536,2011,2
171.419998,175.199997,170.869995,173.529999,173.529999,4547500,4.3300020000000075,0.8250525778568774,2011,2
173.5,174.669998,171.949997,173.710007,173.710007,3678900,2.7200009999999963,0.10373307268904952,2011,2
174.0,177.190002,173.75,175.929993,175.929993,4347800,3.4400019999999927,1.2779839448167296,2011,2
176.149994,177.550003,174.770004,176.429993,176.429993,5254700,2.7799990000000037,0.284203956058815,2011,2
176.660004,183.110001,176.589996,183.059998,183.059998,7794900,6.520004999999998,3.7578672918725298,2011,2
183.149994,186.470001,182.259995,185.300003,185.300003,8312700,4.210005999999993,1.2236452662913289,2011,2
184.389999,187.240005,183.600006,186.210007,186.210007,5331400,3.639998999999989,0.4910976714878945,2011,2
185.559998,189.5,185.369995,189.25,189.25,4487900,4.130005000000011,1.632561562601742,2011,2
189.25,191.399994,188.350006,190.419998,190.419998,4061300,3.049987999999985,0.6182287978863998,2011,2
188.729996,190.490005,188.25,189.029999,189.029999,3890900,2.2400049999999965,-0.729964822287199,2011,2
189.770004,190.0,186.350006,186.619995,186.619995,4628200,3.6499939999999924,-1.2749320281168819,2011,2
185.770004,189.089996,185.309998,187.759995,187.759995,3425500,3.779998000000006,0.6108670188315068,2011,2
187.539993,188.5,185.130005,186.5,186.5,4178600,3.3699949999999887,-0.6710668052584912,2011,2
183.679993,184.720001,179.320007,180.419998,180.419998,5637100,5.399993999999992,-3.260054691689007,2011,2
180.25,181.149994,174.389999,176.679993,176.679993,5482000,6.7599950000000035,-2.0729437099317516,2011,2
176.860001,179.75,174.559998,177.75,177.75,4656500,5.190001999999993,0.605618656550444,2011,2
178.949997,180.75,177.100006,177.240005,177.240005,4191400,3.6499939999999924,-0.2869170182841052,2011,2
173.910004,175.889999,172.149994,173.289993,173.289993,6783200,3.7400049999999965,-2.228623272719943,2011,2
173.529999,173.960007,168.669998,169.440002,169.440002,5847100,5.290008999999998,-2.2217041696112383,2011,3
169.089996,173.300003,168.350006,172.020004,172.020004,5185700,4.949996999999996,1.5226640519043544,2011,3
173.710007,174.460007,172.050003,172.789993,172.789993,4138200,2.4100039999999865,0.4476159644781763,2011,3
172.619995,172.75,169.509995,171.669998,171.669998,4924300,3.2400049999999965,-0.6481827914652571,2011,3
171.919998,172.089996,166.240005,169.080002,169.080002,5932900,5.849991000000017,-1.5087062562906262,2011,3
169.389999,169.710007,166.720001,166.889999,166.889999,4219000,2.990005999999994,-1.2952466134936613,2011,3
166.669998,169.75,163.899994,169.050003,169.050003,7108900,5.850006000000008,1.2942680885269953,2011,3
167.070007,168.470001,164.820007,166.139999,166.139999,5998400,3.6499939999999924,-1.721386541472003,2011,3
165.5,169.199997,164.119995,168.070007,168.070007,4609900,5.0800020000000075,1.1616757021889912,2011,3
166.600006,168.080002,164.570007,166.729996,166.729996,4022000,3.5099950000000035,-0.7972933564523554,2011,3
161.389999,166.880005,160.759995,165.080002,165.080002,4934500,6.120010000000008,-0.9896203680110349,2011,3
164.699997,168.139999,162.869995,164.699997,164.699997,5208100,5.270004,-0.23019444838631165,2011,3
165.910004,166.300003,160.779999,160.970001,160.970001,6471400,5.520004,-2.2647213527271615,2011,3
161.190002,163.539993,160.589996,161.820007,161.820007,7442700,2.949996999999996,0.5280524288497679,2011,3
163.369995,165.789993,161.720001,164.520004,164.520004,4055100,4.069992000000013,1.6685186523320406,2011,3
164.070007,164.440002,162.25,162.600006,162.600006,3611400,2.1900019999999927,-1.1670301199360522,2011,3
162.300003,166.259995,160.820007,165.320007,165.320007,4721300,5.439988,1.6728172814458597,2011,3
168.210007,172.0,167.360001,171.100006,171.100006,6283200,4.639998999999989,3.496248944630165,2011,3
171.639999,173.490005,170.300003,170.979996,170.979996,4293800,3.1900019999999927,-0.07014026638900717,2011,3
171.800003,172.5,169.25,169.350006,169.350006,3400800,3.25,-0.9533220482704885,2011,3
170.729996,174.839996,170.070007,174.619995,174.619995,4884600,4.76998900000001,3.1118918295166553,2011,3
177.779999,181.160004,177.660004,179.419998,179.419998,6859300,3.5,2.748827818944788,2011,3
179.309998,181.570007,178.5,180.130005,180.130005,4826500,3.070007000000004,0.3957234466138049,2011,3
181.580002,183.25,178.589996,180.130005,180.130005,5684100,4.6600039999999865,0.0,2011,4
180.889999,183.610001,180.690002,182.940002,182.940002,4186400,2.9199990000000184,1.559982746905475,2011,4
182.100006,186.360001,181.800003,185.289993,185.289993,5569200,4.559998000000007,1.284569243636513,2011,4
186.149994,188.270004,181.119995,182.759995,182.759995,5430700,7.150009000000011,-1.365426140417636,2011,4
182.779999,185.169998,181.759995,184.910004,184.910004,4564000,3.410002999999989,1.1764111724778648,2011,4
185.259995,186.220001,182.779999,184.710007,184.710007,3726400,3.4400019999999927,-0.10815910208946677,2011,4
184.860001,186.490005,181.850006,184.039993,184.039993,3297100,4.639998999999989,-0.3627383328505762,2011,4
183.059998,184.589996,179.419998,180.479996,180.479996,5334500,5.169998000000021,-1.9343605386900942,2011,4
180.830002,182.880005,179.800003,182.289993,182.289993,4216300,3.0800020000000075,1.00287956566667,2011,4
181.389999,182.080002,179.360001,181.820007,181.820007,3588200,2.7200009999999963,-0.25782325857021116,2011,4
181.0,181.779999,179.020004,180.009995,180.009995,4272400,2.7599950000000035,-0.9954966067073134,2011,4
178.380005,178.910004,175.369995,178.339996,178.339996,4616500,3.5400089999999977,-0.9277257076752865,2011,4
178.350006,179.470001,176.600006,178.820007,178.820007,2646000,2.8699949999999887,0.2691549908972801,2011,4
181.619995,185.0,181.589996,183.869995,183.869995,4067500,3.4100039999999865,2.8240620748885226,2011,4
184.559998,185.970001,183.050003,185.889999,185.889999,3348100,2.9199979999999925,1.098604478669829,2011,4
185.649994,186.350006,183.770004,185.419998,185.419998,3438100,2.5800020000000075,-0.2528382390275863,2011,4
186.270004,186.419998,180.740005,182.300003,182.300003,11200000,5.679992999999996,-1.6826637006003953,2011,4
183.199997,197.800003,182.75,196.630005,196.630005,23623000,15.050003000000004,7.860670194284092,2011,4
195.960007,196.789993,192.270004,195.070007,195.070007,7300000,4.51998900000001,-0.7933672177855122,2011,4
194.380005,196.589996,193.779999,195.809998,195.809998,6640900,2.80999700000001,0.3793463748632542,2011,4
196.570007,203.419998,196.179993,201.190002,201.190002,9398100,7.2400049999999965,2.747563482432591,2011,5
201.0,202.589996,196.690002,198.449997,198.449997,6100000,5.899994000000021,-1.3618991862229812,2011,5
198.25,201.860001,195.369995,199.970001,199.970001,6550000,6.490006000000022,0.7659380312311059,2011,5
198.660004,201.0,196.119995,197.110001,197.110001,4600000,4.880005000000011,-1.4302145250276732,2011,5
199.100006,199.559998,196.559998,197.600006,197.600006,4013900,3.0,0.24859469205724682,2011,5
198.339996,202.360001,196.779999,200.800003,200.800003,5825400,5.5800020000000075,1.6194316309889212,2011,5
201.940002,205.289993,201.559998,203.940002,203.940002,5885900,3.7299950000000024,1.5637444985496352,2011,5
203.119995,205.5,202.25,204.380005,204.380005,4809000,3.25,0.2157511992179062,2011,5
204.220001,206.190002,200.619995,206.070007,206.070007,4800000,5.570007000000004,0.8268920435734461,2011,5
205.699997,206.389999,202.360001,202.559998,202.559998,4123700,4.029997999999978,-1.7033090118738103,2011,5
200.539993,200.899994,191.369995,192.509995,192.509995,9386400,9.529999000000004,-4.961494421025813,2011,5
191.820007,195.979996,191.759995,194.809998,194.809998,7073300,4.220000999999996,1.1947447196183347,2011,5
194.130005,198.279999,193.25,197.089996,197.089996,4955800,5.029999000000004,1.17037011621961,2011,5
198.330002,199.949997,197.550003,198.800003,198.800003,3701200,2.3999939999999924,0.8676274974402931,2011,5
197.949997,199.800003,197.240005,198.649994,198.649994,3381000,2.5599980000000073,-0.07545724232207451,2011,5
195.559998,197.289993,192.020004,196.220001,196.220001,4200000,5.26998900000001,-1.223253497807808,2011,5
197.0,197.0,193.0,193.270004,193.270004,2972700,4.0,-1.5034129981479238,2011,5
193.570007,194.350006,191.139999,192.259995,192.259995,4661300,3.2100070000000187,-0.5225896306185196,2011,5
191.240005,196.449997,190.880005,195.0,195.0,4075200,5.569991999999985,1.4251560757608361,2011,5
194.759995,196.119995,193.5,194.130005,194.130005,2352600,2.6199949999999887,-0.44615128205127697,2011,5
195.940002,198.440002,195.029999,196.690002,196.690002,3409000,3.410002999999989,1.3187023819424493,2011,5
196.059998,197.259995,192.050003,192.399994,192.399994,3445200,5.209992,-2.1811012031002996,2011,6
192.279999,194.440002,190.559998,193.649994,193.649994,3044900,3.8800039999999854,0.6496881699487034,2011,6
191.229996,193.210007,187.619995,188.320007,188.320007,4974500,5.5900120000000015,-2.752381701597151,2011,6
188.009995,189.850006,185.179993,185.690002,185.690002,3716000,4.6700130000000115,-1.396561651572159,2011,6
185.720001,190.630005,185.520004,187.550003,187.550003,4866500,5.110001000000011,1.001669976825137,2011,6
187.449997,189.809998,186.320007,188.050003,188.050003,3716600,3.4899910000000034,0.2665955702490619,2011,6
189.740005,191.759995,185.710007,189.679993,189.679993,4187300,6.049988000000013,0.8667854155790744,2011,6
189.25,190.770004,186.279999,186.529999,186.529999,3760400,4.4900049999999965,-1.6606885893337142,2011,6
186.809998,189.309998,184.860001,186.289993,186.289993,3868900,4.449996999999996,-0.1286688475240938,2011,6
188.990005,190.720001,187.070007,189.960007,189.960007,3960300,3.6499939999999924,1.9700542905704888,2011,6
188.039993,192.449997,185.300003,185.979996,185.979996,6317700,7.149993999999992,-2.0951836456817974,2011,6
185.740005,187.0,181.589996,183.649994,183.649994,6032100,5.4100039999999865,-1.252823986510898,2011,6
186.509995,187.389999,184.639999,186.369995,186.369995,6322200,2.75,1.4810787306641648,2011,6
185.960007,188.850006,185.570007,187.720001,187.720001,2831700,3.2799990000000037,0.7243687483063033,2011,6
188.300003,195.0,187.119995,194.229996,194.229996,4182600,7.880005000000011,3.467928278990362,2011,6
193.960007,195.199997,191.320007,191.630005,191.630005,3129700,3.8799899999999923,-1.3386145567340635,2011,6
189.5,194.460007,188.300003,194.160004,194.160004,4609600,6.1600039999999865,1.3202520137699514,2011,6
193.880005,194.919998,191.350006,192.550003,192.550003,3614500,3.569991999999985,-0.8292135181455662,2011,6
194.5,202.580002,194.029999,201.25,201.25,6100700,8.550003000000004,4.51830530483035,2011,6
201.919998,202.880005,200.600006,202.350006,202.350006,3825300,2.2799990000000037,0.5465868322981349,2011,6
202.669998,206.25,201.029999,204.179993,204.179993,4608900,5.220000999999996,0.9043671587536162,2011,6
200.779999,205.199997,200.5,204.490005,204.490005,4448100,4.699996999999996,0.15183270184557784,2011,6
205.550003,210.270004,203.610001,209.490005,209.490005,4008700,6.660002999999989,2.445107280426728,2011,7
208.759995,214.449997,208.729996,213.190002,213.190002,3585200,5.720000999999996,1.766192616206208,2011,7
212.119995,214.399994,211.009995,214.190002,214.190002,2607600,3.389998999999989,0.4690651487493369,2011,7
215.089996,217.800003,215.089996,216.740005,216.740005,3144900,2.7100069999999903,1.190533160366658,2011,7
214.300003,218.320007,213.25,218.279999,218.279999,3707900,5.070007000000004,0.7105259594323732,2011,7
216.740005,217.5,211.0,212.550003,212.550003,4033700,6.5,-2.625066898593853,2011,7
214.639999,215.649994,211.119995,211.229996,211.229996,3985700,4.529999000000004,-0.6210336303782649,2011,7
214.699997,216.830002,212.139999,213.5,213.5,4229900,4.690003000000019,1.074659869803729,2011,7
213.580002,215.910004,209.380005,210.380005,210.380005,3902500,6.529998999999975,-1.4613559718969493,2011,7
213.080002,214.529999,209.289993,212.869995,212.869995,4072600,5.240005999999994,1.1835678015122975,2011,7
212.529999,213.389999,208.289993,211.529999,211.529999,2898100,5.100005999999979,-0.6294903140294572,2011,7
213.770004,218.399994,213.770004,218.059998,218.059998,4437200,4.629989999999992,3.087032114059629,2011,7
220.050003,220.199997,214.410004,215.550003,215.550003,3372900,5.78999300000001,-1.1510570590760105,2011,7
216.740005,217.089996,211.070007,213.210007,213.210007,4545300,6.01998900000001,-1.085593118734507,2011,7
213.860001,217.949997,211.110001,216.520004,216.520004,3591700,6.839995999999985,1.5524585579137495,2011,7
215.490005,216.080002,213.0,213.490005,213.490005,3342800,3.0800020000000075,-1.3994083428891857,2011,7
214.990005,215.600006,210.350006,214.179993,214.179993,9863600,5.25,0.3231945214484444,2011,7
224.389999,227.199997,219.619995,222.520004,222.520004,12955600,7.5800020000000075,3.893926264158587,2011,7
223.270004,225.949997,220.229996,223.899994,223.899994,5354900,5.720000999999996,0.6201644684493246,2011,7
221.289993,225.75,219.509995,222.520004,222.520004,5167700,6.2400049999999965,-0.6163421335330543,2011,7
225.0,227.449997,217.660004,221.320007,221.320007,5789300,9.78999300000001,-0.5392760104390382,2011,8
220.320007,222.429993,211.300003,211.699997,211.699997,6586700,11.129989999999992,-4.346651769263687,2011,8
212.970001,214.830002,205.539993,209.960007,209.960007,8197100,9.290008999999998,-0.8219130962009435,2011,8
206.729996,208.0,201.449997,201.479996,201.479996,6579500,6.550003000000004,-4.038869650066257,2011,8
204.669998,207.320007,194.839996,202.699997,202.699997,10024000,12.48001099999999,0.605519666577714,2011,8
196.399994,200.389999,190.050003,193.699997,193.699997,10427500,10.339995999999985,-4.440059266503093,2011,8
196.699997,205.089996,190.460007,205.089996,205.089996,10491200,14.629989000000023,5.880226730204874,2011,8
200.759995,202.399994,193.600006,194.130005,194.130005,8757600,8.799987999999985,-5.343991035038098,2011,8
197.009995,200.850006,191.360001,198.360001,198.360001,7401900,9.490004999999996,2.178950131897439,2011,8
200.279999,204.559998,197.210007,202.300003,202.300003,5620400,7.349991000000017,1.9862885562296428,2011,8
202.059998,205.279999,198.320007,202.949997,202.949997,4785900,6.959992,0.3213020219282825,2011,8
201.139999,201.389999,194.75,197.679993,197.679993,5205900,6.639998999999989,-2.5967007035728074,2011,8
198.529999,199.600006,193.740005,195.929993,195.929993,3991100,5.860001000000011,-0.8852691531610946,2011,8
191.210007,191.339996,179.720001,182.520004,182.520004,8275200,11.619995000000017,-6.844275751084217,2011,8
180.289993,190.0,177.550003,178.929993,178.929993,7244200,12.449996999999996,-1.9669137197695918,2011,8
182.830002,184.199997,177.100006,177.539993,177.539993,5313700,7.099990999999989,-0.7768401354601218,2011,8
178.919998,194.839996,178.520004,193.550003,193.550003,7351600,16.319992000000013,9.017692143313315,2011,8
193.889999,196.309998,190.169998,193.729996,193.729996,6248700,6.140000000000015,0.09299560692850317,2011,8
194.410004,196.990005,191.070007,192.029999,192.029999,3760800,5.9199979999999925,-0.8775084060807958,2011,8
191.240005,199.720001,189.600006,199.270004,199.270004,5310700,10.119994999999989,3.77024685606544,2011,8
202.820007,206.669998,202.550003,206.529999,206.529999,4511000,4.119994999999989,3.6432954555468466,2011,8
205.779999,212.490005,204.320007,210.919998,210.919998,5915700,8.169997999999993,2.1255987126596487,2011,8
212.270004,216.169998,211.350006,215.229996,215.229996,7405000,4.819991999999985,2.0434278593156385,2011,8
215.279999,217.639999,211.619995,212.539993,212.539993,5275300,6.020004,-1.2498271848687792,2011,9
208.940002,210.690002,207.0,210.0,210.0,4232000,3.6900019999999927,-1.1950659093133642,2011,9
204.770004,216.600006,204.470001,216.179993,216.179993,6216200,12.130005000000011,2.9428538095238155,2011,9
218.800003,220.190002,214.220001,219.899994,219.899994,5295800,5.970000999999996,1.7207887503262187,2011,9
218.300003,220.639999,216.339996,217.259995,217.259995,4397900,4.300002999999975,-1.200545280596954,2011,9
215.050003,216.960007,209.75,211.389999,211.389999,4574300,7.21000699999999,-2.7018301275391288,2011,9
208.75,216.660004,208.649994,216.559998,216.559998,5342100,8.010009999999994,2.4457159867813827,2011,9
217.789993,219.949997,215.009995,219.529999,219.529999,4835900,4.940001999999993,1.3714448778301191,2011,9
220.220001,224.990005,216.720001,222.570007,222.570007,5881700,8.270004,1.3847802185795954,2011,9
223.990005,227.199997,221.25,226.779999,226.779999,5608800,5.949996999999996,1.8915360864413255,2011,9
227.570007,240.440002,226.740005,239.300003,239.300003,11753000,13.699996999999996,5.520770815419218,2011,9
237.110001,244.0,232.880005,241.690002,241.690002,8223300,11.119994999999989,0.9987459130955445,2011,9
240.800003,241.050003,231.029999,233.25,233.25,7385500,10.020004,-3.4920774256934295,2011,9
234.509995,240.520004,231.809998,231.869995,231.869995,5881500,8.710005999999993,-0.591642015005367,2011,9
224.720001,228.789993,219.0,223.229996,223.229996,8254600,9.78999300000001,-3.72622555152079,2011,9
220.509995,224.490005,219.059998,223.610001,223.610001,6468100,5.430006999999989,0.1702302588403093,2011,9
227.479996,230.240005,221.399994,229.850006,229.850006,5794100,8.840011000000004,2.7905750959680953,2011,9
234.220001,234.75,222.399994,224.210007,224.210007,7837500,12.350006000000008,-2.4537737014459826,2011,9
226.350006,235.809998,225.600006,229.710007,229.710007,14436900,10.209992,2.453057324956953,2011,9
234.169998,234.300003,216.289993,222.440002,222.440002,9378500,18.010009999999994,-3.1648621211351924,2011,9
218.190002,223.0,215.210007,216.229996,216.229996,6550300,7.78999300000001,-2.791766743465496,2011,9
217.009995,221.600006,211.389999,211.979996,211.979996,6624400,10.210007000000019,-1.9654997357535953,2011,10
209.619995,215.0,200.429993,212.5,212.5,8711600,14.570007000000004,0.24530805255793542,2011,10
212.529999,220.169998,208.479996,219.5,219.5,6508200,11.690001999999993,3.294117647058825,2011,10
220.279999,223.619995,217.550003,221.509995,221.509995,6849300,6.069991999999985,0.9157152619589937,2011,10
222.479996,227.899994,218.410004,224.740005,224.740005,6784300,9.489990000000006,1.4581779932774541,2011,10
226.229996,232.800003,224.100006,231.320007,231.320007,5143100,8.699996999999996,2.927828536801891,2011,10
230.600006,236.75,229.0,235.479996,235.479996,5003700,7.75,1.7983697363453732,2011,10
236.639999,241.839996,234.330002,236.809998,236.809998,6510800,7.509994000000006,0.5648046639171955,2011,10
237.0,239.679993,235.229996,236.149994,236.149994,4833500,4.449996999999996,-0.2787061380744693,2011,10
240.869995,246.710007,240.179993,246.710007,246.710007,5923700,6.530013999999994,4.471739685921827,2011,10
244.289993,246.710007,240.669998,242.330002,242.330002,4779000,6.040008999999998,-1.7753657637405773,2011,10
242.309998,244.610001,236.619995,243.880005,243.880005,4609700,7.990006000000022,0.6396248863976828,2011,10
240.669998,243.330002,229.25,231.529999,231.529999,6715100,14.080002000000007,-5.063968241266847,2011,10
232.130005,234.740005,229.800003,233.610001,233.610001,4524900,4.940001999999993,0.898372568990502,2011,10
236.910004,237.0,230.600006,234.779999,234.779999,4572500,6.399993999999992,0.500833866269268,2011,10
236.020004,240.470001,234.0,237.610001,237.610001,4975800,6.470000999999996,1.2053846205187124,2011,10
238.589996,239.009995,225.889999,227.149994,227.149994,14012600,13.119996000000015,-4.402174553250404,2011,10
203.690002,207.580002,196.509995,198.399994,198.399994,24134200,11.070007000000004,-12.656835025053969,2011,10
204.259995,208.600006,201.100006,206.779999,206.779999,10774300,7.5,4.223792970477613,2011,10
206.529999,218.399994,205.75,217.320007,217.320007,9880400,12.649993999999992,5.097208652177243,2011,10
215.789993,218.889999,213.039993,213.509995,213.509995,7343300,5.850005999999979,-1.7531805067538042,2011,10
